İl	İlçe	Köy	Merkeze uzaklık (km)	Birincil Öncelik	İkincil	Üçüncül	Telefon	Çocuk	Kadın	Yetişkin	Yaşlı	Hane	Yıkılan	Bilgi Alınan Vakit	Ek
Malatya	Doğanşehir	Malatya, Doğanşehi̇r Biçakçi	74.09	Kıyafet(Ayakkabı, çorap, iç çam	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	05363211090	250	150	300	50		60	12/02/23 13:03	GUNCEL EKSİK: Çadır, kuru gıda yem //// yakıt sıkıntısı var, hasarlı yollar var.
Adıyaman	Gölbaşi	Balkar	66.56	Barınma (Çadır, konteyner gibi)										10/02/23 18:33	2500 NÜFUS, 200 ÇADIR VE MUM GEREKLİ
Malatya	Doğanşehi̇r	Beğre	65.07				05379355656	80	75	150	30		40	12/02/23 13:01	GUNCEL EKSİK: Kuru gıda ////yardım ulaşmış
Osmaniye	Bahçe	Yukarıkardere	39.03	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)						370	40	13/02/23 11:36	GÜNCEL EKSİK: çadır. sağlık taraması yapılmadı ama durum iyi   ////    Genel olarak çadır ve gıda eksikliği söz konusu.
Malatya	Doğanşehi̇r	Altintop	50.70	Barınma (Çadır, konteyner gibi)	Barınma (Çadır, konteyner gibi)		05302236859	300	125	250	50		102	12/02/23 12:05	GUNCEL EKSİK: Çadır, kuru gıda ////yakıt sıkıntısı var,hastane yoğun sıra gelmiyor, evlerin hepsi yıkılmış barınma önemli ihtiyaç
Adıyaman	Gölbaşi	Aşağinasirli	62.53	Barınma (Çadır, konteyner gibi)										10/02/23 18:32	NÜFUS 448, 1 VEFAT. 15 ÇADIR GEREKLİ. YARIN YARDIM GELECEK DENDİ.
Adıyaman	Gölbaşi	Aşağiazapli	69.57	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Kıyafet(Ayakkabı, çorap, iç çam								10/02/23 18:29	NÜFUS 384, 9 VEFAT. 20 ÇADIR, KADIN- ERKEK- ÇOCUK İÇ ÇAMAŞIRI VE KURU GIDA GEREKLİ
Malatya	Doğanşehi̇r	Söğüt	57.53	Barınma (Çadır, konteyner gibi)	Kıyafet(Ayakkabı, çorap, iç çam	Gıda (ekmek,su,paketli gıda)	05453191893	300	500	1000	100		500	12/02/23 12:45	GUNCEL EKSİK: Kuru gıda ////Yakıt sıkıntısı var
Adıyaman	Gölbaşı	Aktoprak	55.21	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)									13/02/23 16:11	GÜNCEL: ihtiyaç yok. sağlık taraması yapıldı ve durum çok iyi.    ////  NÜFUS 250, VEFAT EDEN KİŞİ 3,.15 ÇADIR, PİŞİRME GEREKTİRMEYEN GIDA, ŞEKER HASATASI İÇİN İLAÇ VE ÇOCUKLAR İÇİN ÖKSÜRÜK ŞURUBU
Adıyaman	Gölbaşi	Akçakaya	54.78	Barınma (Çadır, konteyner gibi)			05076882127							10/02/23 18:25	NÜFUS 150, 6 ÇADIR GEREKLİ VE AYAKKABI GEREKLİ
Adıyaman	Gölbaşi	Akçabel	44.90	Barınma (Çadır, konteyner gibi)								230		10/02/23 18:22	NÜFUS 550, VEFAT EDEN KİŞİ 1, 50-100 ARASI ÇADIR GEREKLİ
Osmaniye	Bahçe	Savranlı	30.58	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)			50	60	120	15	230	2	13/02/23 11:30	GÜNCEL: eksik yok. sağlık taraması yapılmadı ama durum iyi ///// Hayvan yiyeciği eksik, çadır eksik. Bizden önce ihtiyaçları olan köyler var dendi.
Adıyaman	Tut	Tepeci̇k	22.95	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be			35		175	100	70	0	10/02/23 17:32	10-15 ÇADIR MEVCUT.
Adıyaman	Tut	Öğütlü	27.51	Tıbbi yardım malzemeleri	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)		250	150	350	60	150	3	10/02/23 17:15	
Hatay	Yayladağı	Yayıkdamlar	29.15	Gıda (ekmek,su,paketli gıda)				250	150	400	80	70	1	10/02/23 17:19	Kuru gıda isteniyor. (özellikle)
Hatay	Yayladağı	Turfanda	21.13	Isınma (El sobası, battaniye)	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be		300	800	400	350	400	5	10/02/23 17:12	"Her hane için kolilere eşit dağıtılmış gıda ürünleri (ramazan kolisi gibi her hane için) 400 koli isteniyor.
Mazot, benzin isteniyor."
Adıyaman	Tut	Köseli̇	24.17	Barınma (Çadır, konteyner gibi)	Diğer			200	120	250	100	140	40	10/02/23 17:11	Hayvanlar için barınak.
Adıyaman	Tut	Kaşlica	29.75	Gıda (ekmek,su,paketli gıda)				650	300	650	250	80	80	10/02/23 17:06	Evlerin 1. katı hep ağırdır ve hayvanların çoğu telef olmuştur.
Adıyaman	Tut	Elçi̇ler	21.76	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)			20	10	25	5	24	3	10/02/23 17:02	
Hatay	Yayladağı	Yeşiltepe	26.03	Isınma (El sobası, battaniye)	Gıda (ekmek,su,paketli gıda)	Kıyafet(Ayakkabı, çorap, iç çam		200	80	300	100	120	0	10/02/23 17:00	"Hasta bezi, çocuk ayakkabısı isteniyor.
Vatandaşa yardım yeterli değil.
Yakıt yok, benzin yok, mazot yok, isteniyor."
Hatay	Hassa	Söğüt	70.02	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)			250		1500	200	400	50	12/02/23 13:00	GÜNCEL EKSİK: çadır ve yakacak ihtiyacı var  //// önceki bilgi:Çok konuşabilecek durumda değildi, teyit araması yapılmalı. Sadece gıda ve çadır ihtiyacı olduğu belirtildi
Hatay	Hassa	Sugediği	71.90	Barınma (Çadır, konteyner gibi)				30		170	15	25	0	10/02/23 16:03	Köyde durum diğerlerine nazaran iyi ve bu yüzden yardım hatlarını meşgul etmek istemedikleri belirtildi. Elektrik var. Yıkılan bina yok hasarlı binalar var. Çadır dışında elzem bir ihtiyaç olmadığı belirtildi. 18-65 yaş nüfus 60'dan 170'e çıktı gelenlerle.
Hatay	Hassa	Haydarlar	69.09	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Teknik yardım (Powerbank,el fen		200	300	250	15	600	8	12/02/23 11:30	GÜNCEL EKSİK: çay, şeker, kuru gıda ve çadır ////  eski:MAZOT GAZ SIKINTISI
Hatay	Hassa	Tiyek	73.33	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)			110		290	60	100	30	12/02/23 12:00	GÜNCEL EKSİK: Yardım ulaşmış ama 30 tane daha çadıra, kuru gıda çay şekere ihtiyaçları var.  //// önceki bilgi:Köy yolu etkilendi ama açıldı. Enkaz altında kimse yok. Yardıma ihtiyaç kalmadığı için AFAD aranmadı. Bebek bezi ve çocuk kıyafeti fazlası var. Çadıra ve kuru gıdaya ihtiyaç var sadece. Su kesintisi var ama civardaki fabrika ve temiz su kaynaklarından erişebiliyorlar.
Hatay	Hassa	Katranlık	64.33	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be					70	160	50	12/02/23 12:00	GÜNCEL EKSİK: sadece çadır  ///  ÇOCUK VE YAŞLI SAYISI ÇOK
Hatay	Hassa	Güvenç	58.36	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Teknik yardım (Powerbank,el fen		300	500	140	60	250	150	12/02/23 11:15	GÜNCEL EKSİK: sadece çadır ////  AKTEPE DELİÇAY ARDIÇLI BUHARA TARAFLARINA DAĞILDI KÖYDE KİMSE YOK
Adıyaman	Tut	Boyundere	33.29	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Diğer							5	10/02/23 15:30	ENKAZ ALTINDA HAYVANLAR VAR.  2 DÖNEM ÖNCEKİ MUHTARLA GÖRÜŞÜLDÜ.
Hatay	Hassa	Çınarbaşı	80.33	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)			150	180	300	70	130	0	12/02/23 11:00	GÜNCEL EKSİK: SADECE ÇADIR İHTİYACI VAR //ÇEVRE KÖYLERDEN GELENLER İLE NÜFUS 1000 KİŞİYE KADAR ÇIKTI edit:çadır ve temel gıda ihtiyacı var. Yağmalama çok var.
Hatay	Hassa	Bintaş	74.56	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)			70	200	120	70	400	0	12/02/23 10:30	!EKSİKLER: Sadece çadır ihtiyacı var
Hatay	Erzi̇n	Gökgöl	83.29	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)	Isınma (El sobası, battaniye)		50		175		150	0	13/02/23 14:46	GUNCEL EKSIK: Köye merkezden gelen çok insan oluyormuş onlar için gıda, çadır, soba,kıyafet ihtiyaçları var
Hatay	Erzi̇n	Gökdere	88.18										0	13/02/23 14:40	GUNCEL EKSIK:Kendi köylerinin bir ihtiyacı yokmuş fakat dışarıdan gelenler insanlar oluyormuş kalmak için onlar için gıda, temizlik malzemesi, battaniye, çocuk bezi, kıyafet ihtiyaçları varmış
Malatya	Yazıhan	Sinanlı	21.28	Barınma (Çadır, konteyner gibi)			05326562554						0	10/02/23 14:24	
Malatya	Yazıhan	Tahtalı	41.57	Barınma (Çadır, konteyner gibi)			05375808904					160	0	10/02/23 14:25	
Hatay	Erzi̇n	Aşağiburnaz	80.96					70		350		147	0	10/02/23 07:59	hasarlı bina sayısı az
Malatya	Yazıhan	Mısırdere	29.04	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	05364714403					120		12/02/23 18:07	GUNCEL EKSIK: Kaymakamlık ile konuşulmuş, ihtiyaç listesi verilmiş, onlar sağlayacaklarmış.////Köyde araç olmadığı için kendileri gidip yardım alamıyormuş. Çok zor durumdalar.
Hatay	Hassa	Bademli	67.01	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)							230	4	12/02/23 11:00	EKSİKLER: Çay, şeker, gıda ihtiyaçları var. Çadırı biz çözeceğiz dedi muhtar.800 YAŞLI AZ GENÇ VE ÇOCUKLARDAN OLUŞUYOR
Malatya	Yazıhan	Dedekargın	16.46	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)		05358876117					100	5	12/02/23 18:22	GUNCEL EKSİK: kuru gıda (çay, şeker, un) kendisi gidip alabilir. ////Evler hasarlı. Çadır 1 tane varmış sadece.
Hatay	Hassa	Akkülek	58.62	Gıda (ekmek,su,paketli gıda)	Gıda (ekmek,su,paketli gıda)							100	0	10/02/23 14:40	TOPLAM 400 NÜFUS KESİN YAŞ DAĞILIMI BİLİNMİYOR. YAŞLI KESİM ÇOK AZ
Malatya	Yazıhan	Boyaca	31.20	Barınma (Çadır, konteyner gibi)			05362800410					80	2	12/02/23 18:06	GUNCEL EKSİK: 20ADET ÇADIR, HAYVANLAR İÇİN BARINAK
Hatay	Hassa	Aşağıkarafakıllı	73.17	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Teknik yardım (Powerbank,el fen		180	320	450	52	160	0	12/02/23 12:45	EKSİKLER: Temel gıda, çadır ve temizlik malzemesi
Malatya	Yazıhan	Yeni	29.54	Gıda (ekmek,su,paketli gıda)			05364714403					350	1	12/02/23 18:20	GUNCEL EKSIK: kömür, kuru gıda, çadır (Yazıhan nüfusu 12.000 di şimdi 100.000'edayandı)
Malatya	Yazıhan	Sadıklı	38.14	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)		05356532932					26	9	12/02/23 18:14	GUNCEL EKSIK: çadır 10 adet, kuru gıda, yağ, çay, şeker, un ////Çok kar var, tipiden yollar kapanmış.
Adıyaman	Merkez	Yeşilova	24.94	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)							130	0	10/02/23 14:18	TÜM BİNALAR HASARLI YIKILAN BİNA YOK, ELEKTRİK KESİK
Malatya	Yazıhan	Koşar	41.27	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)		05423514620					30	0	12/02/23 17:58	GUNCEL EKSIK: Odun, kömür, kuru gıda, çadır (pek fazla yardımın ulaşmadığı söylendi)
Adıyaman	Çeli̇khan	Yeşi̇ltepe	21.33										4	10/02/23 14:15	1 CAN KAYBI VAR, HAYVANLAR ENKAZ ALTINDA
Adıyaman	Çeli̇khan	Şerefhan	33.15									280		10/02/23 14:14	CAN KAYBI YOK ELEKTRİK SIKINTISI VAR
Malatya	Yazıhan	Karaca	35.42	Gıda (ekmek,su,paketli gıda)	Tıbbi yardım malzemeleri		05368977636					350	0	12/02/23 17:56	GUNCEL EKSIK: YOK
Adıyaman	Çeli̇khan	Recep	22.28	Barınma (Çadır, konteyner gibi)										10/02/23 14:13	CAN KAYBI YOK
Adıyaman	Çelikhan	İncirli	26.06	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)							30	27	10/02/23 14:09	KAPALI YOLLAR VAR. 1 KİŞİ VEFAT ETMİŞ
Adıyaman	Çeli̇khan	Gölbaği	32.22	Barınma (Çadır, konteyner gibi)								23	5	10/02/23 14:06	ELEKTRİK YOK
Malatya	Yazıhan	Gövük	27.03	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)		05363766808					100	0	12/02/23 17:54	GUNCEL EKSIK: Çadır, kuru gıda////İzdiham var deniyor dağıtım yapılan yerde.
Adıyaman	Çeli̇khan	Çampinar	37.47										0	10/02/23 14:03	HAYVANCILIK YAPTIKLARI İÇİN KÖYDEN AYRILMIŞLARMKİMSE YOK İHTİYAÇ YOK.
Malatya	Yazıhan	Gayret	30.11	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05368942029					1000	3	12/02/23 17:52	GUNCEL EKSIK: Çadır, tüp, un, kuru gıda////Gıda yardımı hiç gelmemiş. Marketlerin bir kısmı yıkılmış, yıkılmayanlarda ürün bitmiş.
Adıyaman	Si̇nci̇k	Aksu	24.89	Barınma (Çadır, konteyner gibi)								110		10/02/23 13:53	VEFAT EDEN KİŞİ 111
Malatya	Yazıhan	Epreme	40.93	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)		04227621039					100	85	12/02/23 18:23	GUNCEL EKSIK:  kuru gıda, elektrikli ısıtıcı, patates, soğan ////Muhtar çaresizlikten ağlıyor. Gıda dağıtımı çok az, yetmiyor diyor.
Malatya	Yazıhan	Çivril	34.04	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)		04227621039							12/02/23 18:18	GUNCEL EKSIK: KURU GIDA, 20 ÇADIR
Malatya	Yazıhan	Eğribük	23.07	Gıda (ekmek,su,paketli gıda)			05358876117					200	9	12/02/23 18:41	GUNCEL EKSIK: ÇADIR (ALEVİ DERNEKLERİ İLE YARDIM GELİYOR),Yatalak aile var.
Malatya	Yeşi̇lyurt		29.31	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)	05344147545							10/02/23 13:22	NÜFUS 150, DIŞARDAN GELEN 750 KİŞİ, 50 ÇADIR GEREKLİ
Malatya	Akçadağ	Çakılpınarı	47.20	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)		04224251044	25	80	160	50	40	12	12/02/23 11:41	GUNCEL EKSIK: Kuru gıda, su ////Yollar bozuk.
Malatya	Yeşi̇lyurt	Topraktepe	14.33	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)		05358152049							12/02/23 15:53	GUNCEL EKSİK: Çadır ////NÜFUS 1000, 100 ÇADIR 200 BATTANİYE GEREKLİ.
Malatya	Yeşi̇lyurt	Tohma	24.87				05346716193							12/02/23 15:50	GUNCEL EKSIK: Göç sebebiyle ısınma ve barınma ihtiyacı ortaya çıktı.////NÜFUS 1600, DIŞARDAN 2000 KİŞİ GELMİŞ. DİĞER İHTİYAÇLAR GİDERİLMİŞ, 200-250 ÇADIR GEREKLİ
Malatya	Yazıhan	Doğuş	29.90	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)		05333350353					1000	2	10/02/23 13:13	Malatya'ya gelen tüm yardımlara AFAD el koymuş. Kendileri dağıtım yapıyormuş. Kıyafet, battaniye, mama, bez fazlasıyla dağıtılmış. Gıda yardımı çok yetersizmiş.
Malatya	Yeşi̇lyurt	Şahnahan	12.54	Barınma (Çadır, konteyner gibi)			05368932107							12/02/23 15:48	NÜFUS 5000-6000, DİĞER YARDIMLAR GUNCEL EKSIK: Çadır////GELMİŞ 50 ÇADIR GEREKLİ
Malatya	Yeşi̇lyurt	Sütlüce	16.89	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Gıda (ekmek,su,paketli gıda)	05362952642							12/02/23 15:45	GUNCEL EKSIK: Çadır, Isınma Malzemesi, (Çöp birikmesi var)////NÜFUS 2000, BELEDİYE KAPANAN YOLLARI AÇMIŞ, YARDIM GELMEMİŞ, 50 ÇADIR GEREKLİ
Malatya	Yeşi̇lyurt	Suluköy	16.89	Barınma (Çadır, konteyner gibi)			05325412975							12/02/23 15:40	GUNCEL EKSIK: Yoğun bir şekilde göç aldığı için, Gıda, Isınma ve Barınma Malzemesi eksikliği ortaya çıktı////NÜFUS 1700, VEFAT EDEN KİŞİ SAYISI 15,  30-40 ÇADIR GEREKLİ
Malatya	Yeşi̇lyurt	Samanköy	8.75	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05375756519					300		10/02/23 13:12	YARDIM GELDİ AMA YETERSİZ
Malatya	Yeşi̇lyurt	Özal	13.74	Barınma (Çadır, konteyner gibi)			05362764542							12/02/23 15:35	GUNCEL EKSIK: Çadır ////NÜFUS 1718, 60 TANE ÇADIR GEREKLİ
Malatya	Yazıhan	Ambarcık	25.76				05342776282				20	100	0	12/02/23 17:43	GUNCEL EKSİK: 5 ADET ÇADIR
Malatya	Yeşi̇lyurt	Öncü	20.08	Gıda (ekmek,su,paketli gıda)			05326605708							10/02/23 13:09	NÜFUS 300
Malatya	Yazıhan	Çavuş	40.04	Gıda (ekmek,su,paketli gıda)			05305017983							10/02/23 13:00	
Malatya	Yeşi̇lyurt	Ortaköy	21.94	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)									12/02/23 15:32	GUNCEL EKSIK: Çadır////NÜFUS 200, 4-5 TANE ÇADIR
Malatya	Yeşi̇lyurt	Mahmutlu	14.80	Gıda (ekmek,su,paketli gıda)	Kıyafet(Ayakkabı, çorap, iç çam		05325525523							12/02/23 15:22	GUNCEL EKSIK: çadır ////NÜFUS 1000
Malatya	Akçadağ	Aksaray	18.95	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)		05322375139	150			100	217	14	12/02/23 10:41	GUNCEL İHTİYAC: Temel gıda //// önceki bilgi:Deprem öncesi nüfus 324 kişi ancak şu anda neredeyse 3 katına çıkmış durumda. Hastaneye erişim var ancak hizmet alamıyorlar.
Malatya	Yeşi̇lyurt	Mollakasim	6.60											12/02/23 15:27	GUNCEL EKSIK: Çadır, Gıda Malzemesi, Isınma Malzemesi (Kronik Hastalar İlaçlarını Alamıyor)////YARDIM GELDİ, İHTİYAÇ YOK
Malatya	Yeşi̇lyurt	Kuşdoğan	16.14	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)	Hijyen ve sağlık( Ped, bebek be							0	12/02/23 15:15	GUNCEL EKSIK: Sağlık taramasına ihtiyaç var.////TOPLAM NÜFUS 300
Malatya	Yazıhan	Buzluk	35.58	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	05437703033						10	12/02/23 18:11	GUNCEL EKSİK: 3000 ŞU AN NÜFUS, ÇADIR YARDIMI ////Malatyanın en büyük köyü. Normalde 2500 olan nüfus 2-3 katına çıkmış. Yardımlar yetmiyormuş.
Malatya	Akçadağ	Darıca	56.60	Gıda (ekmek,su,paketli gıda)			05301194565	20	100	200	50	250	7	12/02/23 11:56	GUNCEL EKSİK: Gıda ve hijyen ////Afad çalışması yapılması gerekmemekte. Acil içme suyu ihtiyacı var.
Malatya	Yazıhan	Boztepe	40.00	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)		05367709995	40			10	17	0	12/02/23 18:08	GUNCEL EKSİK: Çadır
Kahramanmaraş	Elbistan	Ovacık	75.07	Diğer	Isınma (El sobası, battaniye)					150		70	0	10/02/23 12:41	
Malatya	Yazıhan	Bereketli	23.74				05327488031					60	0	12/02/23 17:54	GUNCEL EKSİK: KURU GIDA (YAĞ, MAKARNA GİBİ), GİYİNME,ISINMA(ODUN,KÖMÜR)
Kahramanmaraş	Elbistan	Küçükyapalak	65.88	Isınma (El sobası, battaniye)						150		150	20	12/02/23 12:14	GÜNCEL EKSİK: sadece temizlik-hijyen ürünlerine ihtiyaç var
Hatay	Hassa	Yenikapan	78.86	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Kıyafet(Ayakkabı, çorap, iç çam		50		100	20	50	15	12/02/23 12:18	GÜNCEL: Yardımlar ulaşmış, bir ihtiyaçları kalmamış.  ////  önceki bilgi:İl tarım ile irtibattalar hayvanların yemleri için. Köye yardım gelmiş nispeten iyi durumda ve fazla yardıma ihtiyaç olmadığı sadece jeneratör olmadığı için ısınmanın hâlâ sorun olduğu belirtildi. Engelli bireyler için tekerlekli sandalye sağlanmış. Enkaz altında kalan yok, yaralılar civar illere hastanelere nakledilmiş.
Malatya	Yazıhan	Balaban	24.28	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)		05359855136					150	0	12/02/23 17:49	GUNCEL EKSIK: Isınma, kömür, odun ////Kaymakamlık ihtiyaçları dinlemiyormuş, ne gönderirsek onu alacaksınız demiş. Köy nüfusu 3'e katlanmış. Marketler kapalı, herkes aç diyor muhtar.
Kahramanmaraş	Elbistan	Köşkköy	86.06	Isınma (El sobası, battaniye)	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)			7	7	2	7	0	12/02/23 12:06	GÜNCEL: yardım hiç gitmemiş. 8 hanelik bir köy
Malatya	Akçadağ	Çobanuşağı	43.32	Barınma (Çadır, konteyner gibi)			05367221134	10	30	60	5	120	50	12/02/23 11:53	GUNCEL EKSİK: Çadır, tüp, battaniye ////Acil çadır ihtiyacı var.
Malatya	Yazıhan	Bahçelievler	20.10	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	05359605811					176		12/02/23 17:44	GUNCEL EKSIK: YOK ////Malatya'da genel olarak şehirden köylere kaçış olmuş. 500 kişilik nüfus 3500 oldu diyor muhtar.
Malatya	Akçadağ	Çevirme	51.01	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)	Hijyen ve sağlık( Ped, bebek be	05396879076	10	40	80	20	80	0	10/02/23 12:11	Acil gıda, çadır ve temizlik malzemesi ihtiyacı var. Hastaneye ulaşım var ancak bir hizmet alamıyorlar.
Malatya	Yazıhan	İriağaç	37.36				05442988991	70			75	60	10	12/02/23 17:39	GUNCEL EKSIK: 10 ADET ÇADIR, (ÇADIRLARI KURAMIYORLAR İNSANLAR)
Malatya	Yazıhan	Akyazı	41.24	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)		05414521700	50				54	0	12/02/23 17:40	GUNCEL EKSİK:  3 ADET ÇADIR,KURU GIDA,ISINMA
Malatya	Akçadağ	Çatalbahçe	44.04	Barınma (Çadır, konteyner gibi)			05368585527	10	9	20	3	150	12	12/02/23 11:45	GUNCEL EKSİK: YOK ////Normalde köy nüfusu 216 ancak şu anda mevcut kişi sayısı 30 kişi.
Malatya	Akçadağ	Büyükköy	41.99	Barınma (Çadır, konteyner gibi)			05357940299	20		100	15	35	10	12/02/23 11:35	GUNCEL EKSİK: Çadır, kuru gıda ////Acil çadır ihtiyacı var.
Malatya	Akçadağ	Bölüklü	34.43	Barınma (Çadır, konteyner gibi)			05543067972	60		100	50	150	4	10/02/23 11:18	Acil çadır ihtiyacı var. Köy nüfusu şu anda dışarıdan gelenlerle 2000 kişi civarında.
Malatya	Akçadağ	Bayramuşağı	38.98	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)	Barınma (Çadır, konteyner gibi)	05383696442			100	30	120	1	12/02/23 11:04	GUNCEL EKSİK: 15 Çadır
Malatya	Akçadağ	Bağköy	38.07	Gıda (ekmek,su,paketli gıda)	Teknik yardım (Powerbank,el fen		05356392156	20		140	35	120	40	12/02/23 11:13	GUNCEL EKSİK: YOK //// Acilen elektrik sorunun çözülmesi gerek.
Malatya	Akçadağ	Aşağıörükçü	25.10	Barınma (Çadır, konteyner gibi)	Gıda (ekmek,su,paketli gıda)		05536707977	30		600	60	160	4	12/02/23 11:03	GUNCEL EKSİK: Çadır kuru gıda, ısıtıcı //// önceki bilgi:Acil çadır ihtiyacı var.
Kahramanmaraş	Elbistan	Söğütlü	64.05	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)		05457993777			2000		500	5	12/02/23 12:35	GÜNCEL: eksik yok
Kahramanmaraş	Elbistan	Sevdilli	83.26					60		290		60	35	12/02/23 12:19	GÜNCEL: eksik yok
Malatya	Akçadağ	Ancar	33.79	Gıda (ekmek,su,paketli gıda)	Barınma (Çadır, konteyner gibi)		05315829740	200	250	400	150	160	1	12/02/23 11:01	GUNCEL EKSİK: Temel kuru gıda
Kahramanmaraş	Elbistan	Kayageçit	81.16	Barınma (Çadır, konteyner gibi)	Kıyafet(Ayakkabı, çorap, iç çam	Hijyen ve sağlık( Ped, bebek be	05306556586	15		90		65	0	12/02/23 12:00	GÜNCEL EKSİK: çay şeker bir de ayakkabı isteniyor   ////   mazot sorunu var
Kahramanmaraş	Elbistan	Keçemağara	88.11	Barınma (Çadır, konteyner gibi)				70	75	145		150	0	10/02/23 10:04	
Malatya	Akçadağ	Altınlı	28.89	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)		05324882159	30		130	40	120	15	12/02/23 10:58	GUNCEL EKSİK: Çadır
Malatya	Akçadağ	Aliçeri	35.02				05355753446			20	300	60	0	12/02/23 10:55	GUNCEL EKSİK:Çadır, Yiyecek, Kuru Gıda
Kahramanmaraş	Elbistan	Karamağara	82.53	Barınma (Çadır, konteyner gibi)	Diğer	Isınma (El sobası, battaniye)		175		175		100	15	12/02/23 11:59	GÜNCEL: ihtiyaç yok
Kahramanmaraş	Elbistan	Karahasanuşağı	80.12	Diğer	Isınma (El sobası, battaniye)	Gıda (ekmek,su,paketli gıda)		100		350		103	65	12/02/23 11:54	GÜNCEL EKSİK: kuru gıda, yağ, çay,şeker,un ihtiyaçları var.
Kahramanmaraş	Elbistan	Karahüyük	58.57	Barınma (Çadır, konteyner gibi)	Isınma (El sobası, battaniye)	Diğer	05455166606	350	500	650		120	25	12/02/23 11:56	GÜNCEL EKSİK: çadır, un, yağ, kuru gıda ve kömür ihtiyaçları var
Hatay	Yayladaği	Leylekli̇	30.66	Kıyafet(Ayakkabı, çorap, iç çam	Gıda (ekmek,su,paketli gıda)	Isınma (El sobası, battaniye)		150		200	100		0	09/02/23 22:35	ACİL TEKERLEKLİ SANDALYE
