İl,İlçe,Köy,Merkeze uzaklık (km),Birincil Öncelik,İkincil,Üçüncül,Telefon,Çocuk,Kadın,Yetişkin,Yaşlı,Hane,Yıkılan,Bilgi Alınan Vakit,Ek
Kahramanmaraş,Onikişubat,Rahmacılar,33.44,"Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)","Hijyen ve sağlık( Ped, bebek be",05322080601,,,,,,0,14/02/23 11:27,nüfus 250. hasarlı binalar var 7 adet ama tespit için köye kimse gelmedi
Kahramanmaraş,Onikişubat,Payamlı,23.23,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",Tıbbi yardım malzemeleri,05342655812,,,,,,,14/02/23 11:24,350 güncel nüfus. 65 çadır ihtiyacı. 
Kahramanmaraş,Onikişubat,Öşlü,26.96,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Hijyen ve sağlık( Ped, bebek be",05324720936,,,,,150,0,14/02/23 10:54,"1000 güncel nüfus.50 çadır ihtiyacıvar.   hamileler için takviye, şehirden çok insan gelmiş ihtiyaç artıyor, hasarlı bina çok."
Kahramanmaraş,Onikişubat,Önsen,28.95,"Barınma (Çadır, konteyner gibi)",,,05368932400,,,,,,0,16/02/23 10:53,4000 güncel nüfus. 150 çadır ihtiyacı var. dışarıdan gelen çok çadır ihtiyacı artıyormuş.
Kahramanmaraş,Onikişubat,Muratlı,42.54,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,05368138052,,,,,,20,14/02/23 10:51,"600 nüfus. 7 çadır. dışarıda kalan çok, çadır acil."
Kahramanmaraş,Onikişubat,Kızılseki,26.68,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",Tıbbi yardım malzemeleri,05374714202,,,,,,7,14/02/23 10:37,"2000 gğncel nüfus. 20 çadır ihtiyacı. soğuk algınlığı çok, çocuklar hasta. ağrı kesici, antibiyotik,odun kömür, soba(10) hijyen ürünleri, deterjan sabun, yemek tüpü(10)."
Kahramanmaraş,Onikişubat,Kızıldamlar,24.51,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Kıyafet(Ayakkabı, çorap, iç çam",,,,,,,1,16/02/23 10:34,600 nüfus. 50 çadır ihtiyacı. etraf köylerden gelen çok çadır giysi gıda hepsi eksik.
Kahramanmaraş,Onikişubat,Kısıklı,40.70,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Kıyafet(Ayakkabı, çorap, iç çam",05462411401,,,,,,0,14/02/23 10:30,"güncel nüfus 400. 20 çadır ihtiyacı. kuru gıda, içme suyu, her yaş cins kıyafet ayakkabı eksik, ağrı kesici, antibiyotik,çocuklar için ilaç şurup, soba, ısıtıcı, tüp, hijyen malzemeleri, ara kablo. su tamamen yok, yardımlar çok az gitmiş."
Kahramanmaraş,Onikişubat,Kertmen,14.39,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",Tıbbi yardım malzemeleri,05367146995,,,,,,0,14/02/23 10:28,güncel nüfus 500. 25 çadır ihtiyacı var. 50 hasarlı bina var. Sular bulanık akıyor fakat geçici bir durum olduğu söylendi.
Kahramanmaraş,Onikişubat,Kerimli,39.19,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Hijyen ve sağlık( Ped, bebek be",,,,,,,0,16/02/23 10:26,nüfus 150. 15 çadır ihtiyacı var. 1 tane ağır hasarlı olmak üzere 7-8 ev hasarlı.
Kahramanmaraş,Onikişubat,Kaynar,24.46,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",05375703442,,,,,,0,14/02/23 10:24,güncel nüfus 350. 40 çadır ihtiyacı. Gıda şu an için bulunuyor. 10 günlük aralıklarla dağıtım yapılsa iyi olur. 10 tane ağır hasarlı ev var.
Kahramanmaraş,Onikişubat,Karadere,33.28,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,05358636800,,,,,,0,14/02/23 10:22,güncel nüfus 2500. 125 çadır ihtiyacı var.
Kahramanmaraş,Onikişubat,Kapıkaya,7.03,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",05353091952,,,,,,,14/02/23 10:20,700 nüfus. 60 çadır ihtiyacı. 
Kahramanmaraş,Onikişubat,Kalekaya,45.62,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",,,,,,,5,14/02/23 10:17,güncel nüfus 600. 40 çadır ihtiyacı.
Kahramanmaraş,Onikişubat,Kale,27.67,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,,,,,,,0,16/02/23 10:16,"güncel nüfus 10000. 1200 çadır ihtiyacı. hasarlı evler var, sayısı bilinmiyor."
Kahramanmaraş,Onikişubat,Ilıca,7.99,,,,05358956165,,,,,,3,14/02/23 01:14,"GÜNCEL NÜFUS 7000. Köy dışından taziyeye gelen insanlar için gıda ihtiyacı var. 20 hasarlı ev var. Su konusunda genel bir arıza var, çözülmeye çalışılıyor. Telef olan hayvanlar enkaz altından çıkarılıp gömüldü."
Kahramanmaraş,Afşin,Nadir,42.81,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,,,,,,200,,14/02/23 22:34,Güncel nüfus 700 kişi.
Kahramanmaraş,Afşin,Çomudüz,69.60,,,,,,,,,,,14/02/23 22:34,Güncel nüfus 270 
Kahramanmaraş,Afşin,Yazıköy,44.16,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Kıyafet(Ayakkabı, çorap, iç çam",,,,,,,,14/02/23 21:34,Güncel nüfus 80 kişi.
Kahramanmaraş,Afşin,Yazıdere,43.88,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Hijyen ve sağlık( Ped, bebek be",05443768889,,,,,,60,14/02/23 21:34,Güncel nüfus 400 kişi.
Kahramanmaraş,Afşin,Türksevin,54.03,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,,,,,,,,14/02/23 21:34,Güncel nüfus 800 kişi.
Kahramanmaraş,Afşin,Türkçayırı,61.04,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,,,,,,,2,14/02/23 21:34,Güncel nüfus 470 kişi.
Kahramanmaraş,Afşin,Topaktaş,79.62,"Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",,,,,,,,,14/02/23 21:34,Güncel nüfus 250 kişi.
Kahramanmaraş,Afşin,Tanır,71.10,Tıbbi yardım malzemeleri,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,,,,,,6,14/02/23 21:34,Güncel nüfus 2000 kişi.
Kahramanmaraş,Afşin,Soğucak,41.40,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,,,,,,20,14/02/23 21:34,Güncel nüfus 150 kişi.
Kahramanmaraş,Afşin,Ortaklı,44.76,Tıbbi yardım malzemeleri,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,,,,,,25,14/02/23 21:34,Güncel nüfus 700 kişi.
Kahramanmaraş,Afşin,Örenderesi,53.25,Tıbbi yardım malzemeleri,"Barınma (Çadır, konteyner gibi)",,,,,,,,2,14/02/23 20:34,Güncel nüfus 50 kişi.
Kahramanmaraş,Afşin,Ördek,46.48,Tıbbi yardım malzemeleri,"Barınma (Çadır, konteyner gibi)","Kıyafet(Ayakkabı, çorap, iç çam",,,,,,,,14/02/23 20:34,Güncel nüfus 450 kişi.
Kahramanmaraş,Afşin,Oğlakkaya,87.24,Tıbbi yardım malzemeleri,"Gıda (ekmek,su,paketli gıda)","Kıyafet(Ayakkabı, çorap, iç çam",,,,,,,,14/02/23 20:34,
Kahramanmaraş,Afşin,Kuşkayası,58.90,Tıbbi yardım malzemeleri,"Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",,,,,,,10,14/02/23 21:34,Güncel nüfus 750 kişi.
Kahramanmaraş,Afşin,Küçüktatlar,77.50,"Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",,,,,,,,,14/02/23 20:33,Güncel nüfus 650
Kahramanmaraş,Afşin,Koçovası,79.80,"Gıda (ekmek,su,paketli gıda)",,,,,,,,110,,14/02/23 21:33,Güncel nüfus 500 kişi.
Kahramanmaraş,Afşin,Kangal,64.94,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,,,,,,,10,13/02/23 21:28,Güncel nüfus 150 kişi.
Kahramanmaraş,Afşin,Kabaağaç,48.14,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,,,,,,30,13/02/23 21:24,Güncel nüfus 1500 kişi.
Kahramanmaraş,Afşin,İncirli,68.20,Tıbbi yardım malzemeleri,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,,,,,,0,13/02/23 21:20,Güncel nüfus 200 kişi.
Kahramanmaraş,Afşin,İğdemlik,60.23,"Kıyafet(Ayakkabı, çorap, iç çam",Diğer,,,,,,,,,13/02/23 21:18,Güncel nüfus 60 kişi.
Kahramanmaraş,Afşin,Hüyüklü,45.13,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,,,,,,25,13/02/23 21:07,Güncel nüfus 3000 kişi.
Kahramanmaraş,Afşin,Gözpınarı,47.99,"Hijyen ve sağlık( Ped, bebek be",,,,,,,,,1,13/02/23 21:14,Güncel nüfus 40 kişi.
Kahramanmaraş,Afşin,Esence,41.24,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",05453106414,,,,,,1,13/02/23 21:14,Güncel nüfus 1200 kişi.
Kahramanmaraş,Afşin,Emirli,51.76,"Barınma (Çadır, konteyner gibi)",,,,,,,,,,13/02/23 21:14,Güncel nüfus 1300 kişi.
Kahramanmaraş,Afşin,Emirilyas,57.69,"Barınma (Çadır, konteyner gibi)",,,,,,,,,,13/02/23 21:11,AFAD bölgede. Güncel nüfus 600 kişi.
Kahramanmaraş,Afşin,Dokuztay,78.94,Tıbbi yardım malzemeleri,"Kıyafet(Ayakkabı, çorap, iç çam","Gıda (ekmek,su,paketli gıda)",,,,,,,,13/02/23 21:02,Güncel nüfus 90 kişi.
Kahramanmaraş,Afşin,Deveboynu,41.61,Tıbbi yardım malzemeleri,"Kıyafet(Ayakkabı, çorap, iç çam","Gıda (ekmek,su,paketli gıda)",,,,,,,10,13/02/23 21:01,Tuvalet ihtiyacı var. Güncel nüfus 160 kişi.
Kahramanmaraş,Afşin,Dağlıca,78.97,Tıbbi yardım malzemeleri,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,,,,,,,13/02/23 21:04,Güncel nüfus 1000 kişi.
Kahramanmaraş,Afşin,Çoğulhan,64.22,"Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",Diğer,,,,,,,20,13/02/23 20:43,Güncel nüfus 2000 kişi.
Kahramanmaraş,Afşin,Çobanbeyli,59.74,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",,,,,,,15,13/02/23 20:32,Güncel nüfus 3500 kişi.
Kahramanmaraş,Afşin,Çağılhan,48.80,"Kıyafet(Ayakkabı, çorap, iç çam","Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",05443768889,,,,,,4,13/02/23 20:24,Güncel nüfus 430 kişi.
Kahramanmaraş,Afşin,Büyüktatlar,79.42,"Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",,,,,,,,,13/02/23 20:20,Çevreden gelen depremzede fazla. Güncel nüfus 1500 kişi.
Kahramanmaraş,Afşin,Büyüksevin,56.53,"Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",,,,,,,,,13/02/23 20:13,Güncel Nüfus 750 kişi.
Kahramanmaraş,Afşin,Büget,72.62,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,,,,,,,13/02/23 20:14,Güncel nüfus 250 kişi.
Kahramanmaraş,Onikişubat,Hartlap,29.01,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,05359403505,,,,,,5,14/02/23 01:11,Gıda yardımını ramazan kolileri şeklinde istiyorlar. Çuval çuval gelen yardımların dağıtımında sıkıntı yaşanıyor. 15000 nüfus 250 çadır ihtiyacı var.
Kahramanmaraş,Afşin,Binboğa,56.70,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Kıyafet(Ayakkabı, çorap, iç çam",,,,,,,,13/02/23 20:11,Güncel nüfus 300 kişi.
Kahramanmaraş,Onikişubat,Hacımustafa,31.16,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,05373170023,,,,,,3,14/02/23 01:09,8000 nüfus. 80 çadır ihtiyacı.
Kahramanmaraş,Afşin,Başüstü,51.38,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,,,,,,,18,13/02/23 20:09,Güncel nüfus 600 kişi.
Kahramanmaraş,Onikişubat,Hacılar,45.27,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,05373906698,,,,,,7,14/02/23 01:06,"3000 nüfus, 50 çadır ihtiyacı. muhtar afad merkezlerinde yeteri kadar çadır olduğunu ancak bunların depolandığını kendisine verilmediğini söyledi ."
Kahramanmaraş,Afşin,Bakraç,58.89,"Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)","Barınma (Çadır, konteyner gibi)",05453660244,,,,,,20,13/02/23 20:07,Güncel nüfus 1500 kişi.
Kahramanmaraş,Onikişubat,Hacıibrahimuşağı,9.92,"Gıda (ekmek,su,paketli gıda)",,,05073780098,,,,,,0,14/02/23 01:03,2000 nüfus. 50 çadır ihtiyacı.
Kahramanmaraş,Onikişubat,Hacıbudak,17.70,"Gıda (ekmek,su,paketli gıda)","Gıda (ekmek,su,paketli gıda)",,05304904639,,,,,,,16/02/23 01:01,1000 nüfus var. ağır hasarlı binalar var. çadır ve kuru gıda acil ihtiyaç. 50 çadır ihtiyacı var.
Kahramanmaraş,Onikişubat,Hacıağlar,31.15,"Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",,05368565574,,,,,,1,14/02/23 00:57,5000 nüfus var. 150 çadır ihtiyacı var.
Kahramanmaraş,Afşin,Armutalan,81.34,,,,,,,,,,,13/02/23 20:07,ihtiyaç yok
Kahramanmaraş,Afşin,,41.66,"Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be","Kıyafet(Ayakkabı, çorap, iç çam",,,,,,60,3,13/02/23 20:07,güncel nüfus 227 kişi.
Kahramanmaraş,Onikişubat,Gölpınar,44.22,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)","Hijyen ve sağlık( Ped, bebek be",05071255187,,,,,20,0,13/02/23 00:50,8 çadır ihtiyacı var.
Kahramanmaraş,Afşin,Altunelma,65.03,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,,,,,,50,13/02/23 20:14,Güncel nüfus 3000
Kahramanmaraş,Afşin,,44.88,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,,,,,,300,225,13/02/23 19:26,AFAD yardımı çokça ulaşmış durumda.  Güncel nüfus 1000 kişi
Kahramanmaraş,Afşin,Alimpınar,48.93,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,,,,,,,13/02/23 19:15,güncel nüfus 800
Kahramanmaraş,Afşin,Alemdar,67.03,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,,,,,,,14/02/23 07:10,Güncel nüfus 1500 kişidir.
Kahramanmaraş,Afşin,Ağcaşar,47.66,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",Tıbbi yardım malzemeleri,05453106414,,,,,,3,13/02/23 18:44,Güncel nüfus 100 kişi
Kahramanmaraş,Andırın,Altınyayla,30.64,"Gıda (ekmek,su,paketli gıda)","Kıyafet(Ayakkabı, çorap, iç çam",,05458669373,,,,,,,16/02/23 00:07,"Güncel Nüfus: 340 aile 190 ev var
birkaç hasarlı bina
merkezde depremden etkilenen insanlar yakınlarının yanına köye gelmiş"
Kahramanmaraş,Andırın,Altınboğa,45.58,,,,,,,,,,,16/02/23 00:05,Güncel Nüfus: 600
Kahramanmaraş,Andırın,Alanlı,42.52,"Gıda (ekmek,su,paketli gıda)","Kıyafet(Ayakkabı, çorap, iç çam",,,,,,,,,16/02/23 00:01,"Günel Nüfus: 650
Çadır İhtiyacı: 40 
200 kişilik gıda 
20den fazla ağır hasarlı binalar var"
Kahramanmaraş,Andırın,Akifiye,43.74,"Gıda (ekmek,su,paketli gıda)",,,05335450148,,,,,150,,15/02/23 23:57,"Çadır ihtiyacı: 2
Gıda ihtiyacı için sayı yok en az 300 kişi varmış
Hasarlı birkaç bina varmış
ihtiyaçlar yerli halkın yanına gelen depremzedeler için çoğu eve 4-5 kişi gelmiş "
Kahramanmaraş,Andırın,Akgümüş,26.20,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,05303025080,,,,,,,15/02/23 23:47,"Güncel Nüfus: 270
Çadır ihtiyacı: 5"
Kahramanmaraş,Andırın,Akçakoyunlu,60.53,,,,,,,,,,,15/02/23 23:44,"Güncel nüfus: 1100
Çadır ihtiyacı: 50
çok hasar yok korkudan insanlar dışarıda kalıyor çadır talep ediliyor "
Adıyaman,Gerger,"ADIYAMAN,GERGER ÇAMİÇİ",62.27,,,,05357911011,,,100,,,2,14/02/23 23:09,
Adıyaman,Gerger,"ADIYAMAN,GERGER AŞAĞIDAĞLICA",65.84,,,,,2,,30,50,,0,14/02/23 23:07,
Adıyaman,Gerger,"ADIYAMAN, GERGER AĞAÇLI",57.98,,,,05357911011,60,,,350,,0,14/02/23 23:05,
Adıyaman,Gerger,"ADIYAMAN,GERGER BUDAKLI",65.68,,,,,50,,80,50,,0,14/02/23 23:02,
Adıyaman,Gerger,"ADIYAMAN,GERGER BEYBOSTAN",65.17,,,,05353144523,,,230,,,36,14/02/23 14:56,
Adıyaman,Gerger,"ADIYAMAN,GERGER  BURÇAKLI",62.24,,,,,4,30,0,,80,0,14/02/23 10:47,
Kahramanmaraş,Nurhak,"Kahramanmaraş Nurhak, Karaçar",58.34,"Isınma (El sobası, battaniye)","Barınma (Çadır, konteyner gibi)",,,,,,,,320,15/02/23 22:13,"güncel nüfus 400. su ihtiyacı var. odun, yakacak vekonteynır ihtiyacı var. ilaç temin edildi, hastalar sevk edildi."
Kahramanmaraş,Nurhak,Hüyük,57.89,,,,,,,,,,180,15/02/23 22:11,güncel nüfus 225. hayvan barınağına ihtiyaç var
Kahramanmaraş,Nurhak,Barış,49.10,,,,05424751082,,,,,,15,15/02/23 22:10,güncel nüfus 375.  220 hayvan telef olmuş.
Kahramanmaraş,Nurhak,"Kahramanmaraş Nurhak, Değirmenkaya",45.70,"Gıda (ekmek,su,paketli gıda)",,,,,,,,,49,15/02/23 22:07,güncel nüfus 400.
Kahramanmaraş,Nurhak,Yenimahalle,58.90,"Gıda (ekmek,su,paketli gıda)",Tıbbi yardım malzemeleri,,,,,,,,30,15/02/23 22:04,"1366 güncel nüfus. 50 çadır ihtiyacı var. seyyar tuvalet, çocuk için ateş düşürücü, kuru gıda, yağ, çay ihtiyacı var."
Kahramanmaraş,Nurhak,"Kahramanmaraş Nurhak, Tatlar",67.13,"Gıda (ekmek,su,paketli gıda)","Kıyafet(Ayakkabı, çorap, iç çam","Hijyen ve sağlık( Ped, bebek be",,,,,,,200,15/02/23 21:57,"güncel nüfus 3500.HAYVAN YEMİ, BAKLİYAT, KURU GIDA, YAĞ VS ihtiyacı var. hayvan çadırına ihtiyaç var. mezra yolunda kar var, ulaşımda sorun yaratıyor. "
Malatya,Battalgazi,Yenice,15.75,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,,,,,,,0,15/02/23 21:56,"nüfus 600'den 1000'i geçmiş. 6 hasarlı bina. ihtiyaç kuru gıda, çadır ihtiyacı var. ekmek,su yardımı geldi. 2 kronik hasta var."
Malatya,Battalgazi,Yeniköy,16.95,,,,05305012784,,,,,,0,15/02/23 21:53,"nüfus 500'den 1500'e çıkmış. çatlak olan binalar var henüz hasar tespit ekibi gelmemiş. 2 engelli yaşlı kadın, merkezden göç eden depremzede yoğun. "
Malatya,Battalgazi,Yarımcahan,11.10,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,05356682883,,,,,,,15/02/23 21:47,"nüfus 650'den 3500 olmuş. hasar tespit bugün yapılıyor 20 civarı ağır hasarlı var. okul ağır hasarlı. ilk öğretim ve anaokulu kontenjan 35 öğrenci. 12 çadır ihtiyacı var. havalar soğuk olduğu için odun,kömür ihtiyacı var. kuru gıda yardımı gelmiş. 3 engelli iyiler. "
Malatya,Battalgazi,Üzümlü,9.60,"Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",,05384389954,,,,,,1,15/02/23 21:43,"nüfus 450'den 500. yüzde 40 hasarlı. gıda ihtiyacı ve kömür. 3 küçükbaş telef. hayvanlar saman ve besin lazım. 3 ahır yıkıldı. 1 bina yıkıldı, can kaybı yok."
Adıyaman,Kahta,Çardak,32.81,"Gıda (ekmek,su,paketli gıda)",,,05412891425,,,,,39,18,15/02/23 21:37,"Nüfus 350'ye yaklaştı. 28 çadırları var. Gıda dışında pek bir ihtiyaçları kalmadığını belirtildi. Devlet hastanesinin yanındaki eczanede ilaç kalmamış, grip olan çok kişi var fakat ilaç yokmuş "
Malatya,Battalgazi,Uluköy,21.54,,,,,,,,,,0,15/02/23 21:41," 250 nüfus, artacak.  5-10 çadır kuru gıda. yardım gelmedi. "
Malatya,Battalgazi,Toygar,15.40,,,,05362271911,,,,,,,15/02/23 21:39,500 nüfus.  2 ağır hasarlı. yardım geldi. 1 engelli
Malatya,Battalgazi,Tanışık,23.26,"Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",,05367260267,,,,,,0,15/02/23 21:38,nüfus 200 den 500. ihtiyaç gıda ve kömür. 
Malatya,Battalgazi,Selvidağ,18.21,"Barınma (Çadır, konteyner gibi)",,,05333387776,,,,,,0,15/02/23 21:36,17 kişi 62 olmuş. kerpiç evlerden oluştuğu için hepsi çatlak fakat kalmaya devam ediyorlar. çadır ihtiyacı var.
Adıyaman,Kahta,Çamlıca,38.82,,,,,,,,,47,4,15/02/23 21:34,Nüfus yaklaşık 300'den 400'e çıkmış. Çadırlar gelmiş. Muhtar şu an için ihtiyacı kalmadığını belirtti
Kahramanmaraş,Göksun,Yoğunoluk,43.79,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)",,,,,,,,,14/02/23 17:28,88 kişi olan köy nüfusu an itibariyle 30 kişidir.
Malatya,Battalgazi,Pelitli,26.39,,,,05337059327,,,,,,0,15/02/23 21:35,400 olan nüfus 500e çıkmış. 2 hasarlı bina var. köye yardım gelmedi.
Malatya,Battalgazi,Kuluşağı,21.06,"Barınma (Çadır, konteyner gibi)","Kıyafet(Ayakkabı, çorap, iç çam",,,,,,,,,15/02/23 21:32,"600 olan nüfus 3000'in üzerine çıkmış. hasar kaydı tespit ekibi yeni girmiş köye, şimdilik 5 bina ağır hasarlı tespit edilmiş, yarın belli olacak. İnsan sayısı arttığı ve gelirken yanlarına kıyafet almadıkları için yardıma ihtiyaçları var. Çadır, giysi öncelikli."
Kahramanmaraş,Göksun,,41.39,"Gıda (ekmek,su,paketli gıda)","Barınma (Çadır, konteyner gibi)","Kıyafet(Ayakkabı, çorap, iç çam",,,,,,80,,14/02/23 17:20,köyün nüfusu 366 iken güncel nüfus 150 kişi kadardır.
Malatya,Battalgazi,Karakaşçiftliği,11.55,,,,05309352224,,,,,,,15/02/23 21:31,nüfus 300'den 900'e çıkmış. geri kalan her şey stabil.
Malatya,Battalgazi,Kapıkaya,22.37,,,,05364576911,,,,,,0,15/02/23 21:27,nüfus 850'den 1600'e çıkmış. hasarlı olan tek bina kontrollü yıkılmış. yardım gelmiş.
Kahramanmaraş,Göksun,Yeşilköy,27.43,Tıbbi yardım malzemeleri,"Barınma (Çadır, konteyner gibi)","Hijyen ve sağlık( Ped, bebek be",05312979324,,,,,7,,14/02/23 17:15,Güncel nüfus 60 kişi.
Adıyaman,Kahta,Çaltılı,19.93,,,,,,,,,75,24,15/02/23 21:10,Kızılay 18 çadır yardımı yapmış. Nüfus güncel durumda 500'ü geçkin fakat herkese yetiyor çadır. Muhtar bir ihtiyaçları kalmadığını söyledi.
Adıyaman,Kahta,Göçeri,38.03,"Barınma (Çadır, konteyner gibi)","Gıda (ekmek,su,paketli gıda)",,,,,,,,12,15/02/23 21:25,"20 aile nüfus gelmiş. giysi istemiyorlar, çadıra ihtiyaç var. 8 çadır ve kuru gıda ihtiyacı var."
Kahramanmaraş,Göksun,Yeniyapan,43.74,,,,,,,,,,2,14/02/23 17:05,
Adıyaman,Kahta,Geldibuldu,49.40,"Barınma (Çadır, konteyner gibi)",,,,,,,,,0,15/02/23 21:21,"hasarlı bina var, sayısı belli değil. nüfus 1000. 15 çadır ihtiyacı var."
Adıyaman,Kahta,Fıstıklı,36.63,"Gıda (ekmek,su,paketli gıda)","Isınma (El sobası, battaniye)",,,,,,,,10,15/02/23 21:17,"birçok ev hasarlı. 250-300 nüfus var. 17 çadır kurulmuş daha ailelerin geleceğini çadıra ihtiyaç olacağını belirtti. yakacak ve kurugıdaa ihtiyaç var, acil."
Adıyaman,Kahta,Eskitaş,41.33,,,,,,,,,,,15/02/23 20:01,çoğu ev yıkılmış ve hasarlı.  600 nüfus var. 100 aile köye gelmiş. girilebilir ev yok. bütün ihtiyaçlar giderilmiş.
Kahramanmaraş,Göksun,Yantepe,36.21,Diğer,,,05356620135,,,,,180,15,15/02/23 16:12,
Kahramanmaraş,Göksun,Yağmurlu,39.44,"Barınma (Çadır, konteyner gibi)","Isınma (El sobası, battaniye)",,,,,,,,,14/02/23 17:01,
Adıyaman,Kahta,Büyükbejyan,40.76,"Barınma (Çadır, konteyner gibi)",,,,170,,150,10,30,10,15/02/23 21:01,"Çadır için bir kurumla konuşulmuş, 6 tane gelecekmiş daha gelmemiş. Genel olarak başka bir ihtiyaç yok. Engelli çocuklar için bakım ürünleri gerekiyor"
